"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1200775";"LEUPROLIDE ACETATE";"A-43818|ABBOTT-43818|CARCINIL|Carcinil|ELIGARD|ELIGARD KIT|ENANTONE|FENSOLVI|FENSOLVI KIT|LEUPLIN|LEUPORELIN ACETATE|LEUPROLIDE ACETATE|LEUPROLIDE MONOACETATE|LEUPRORELIN ACETATE|LUCRIN|LUPANETA|LUPRON DEPOT|LUPRON DEPOT-PED|LUPRON DEPOT-PED KIT|LUTRATE DEPOT|LUTRATE DEPOT KIT|Leuprorelin|Lupron|Lupron Depot PED|PROSTAP|TAP-144|TAP-144-SR|TRENANTONE|Viadur";"Protein";"4";"1269.47";"9";"29";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1208.6455";"None";"C61H88N16O14";"CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1";"RGLRXNKKBLIBQS-XNHQSDQCSA-N"
"CHEMBL2104391";"INSULIN DETEMIR";"DETEMIR|INS LEVEMIR|INSULIN DETEMIR|INSULIN DETEMIR RECOMBINANT|INSULIN,DETEMIR,HUMAN|LEVEMIR|LEVEMIR FLEXPEN|LEVEMIR FLEXTOUCH|LEVEMIR INNOLET|LEVEMIR PENFILL|NN-304";"Protein";"4";"5916.93";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"5912.7883";"None";"C267H402N64O76S6";"CCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H]1CSSC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N2)[C@@H](C)O)C(=O)O";"UGOZVNFCFYTPAZ-IOXYNQHNSA-N"
"CHEMBL1237022";"TOCILIZUMAB";"ACTEMRA|ACTEMRA ROACTEMRA|ATLIZUMAB|Actemra|BAT-1806|BAT1806|MRA|MSB-11456|MSB11456|R-1569|RG-1569|RHPM-1|RO-4877533|ROACTEMRA|TOCILIZUMAB";"Antibody";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";""
"CHEMBL4069704";"RODATRISTAT ETHYL";"KAR-5585|KAR5585|RODATRISTAT ETHYL";"Small molecule";"2";"590.05";"3";"20";"5.57";"102.60";"8";"2";"2";"7";"N";"0.34";"None";"7.85";"6.23";"5.47";"3";"MOL";"0";"41";"8";"3";"2";"589.2068";"NEUTRAL";"C29H31ClF3N5O3";"CCOC(=O)[C@@H]1CC2(CCN(c3cc(O[C@H](c4ccc(Cl)cc4-c4ccccc4)C(F)(F)F)nc(N)n3)CC2)CN1";"TZSZZENYCISATO-WIOPSUGQSA-N"
"CHEMBL494";"ILOPROST";"CILOPROST|ENDOPROST|ILOMEDIN|ILOPROST|Ventavis|ZK 00036374|ZK-00036374|ZK-36374";"Small molecule";"4";"360.49";"23";"90";"3.54";"77.76";"3";"3";"0";"8";"N";"0.35";"4.66";"None";"3.56";"0.89";"0";"MOL";"0";"26";"4";"3";"0";"360.2301";"ACID";"C22H32O4";"CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O";"HIFJCPQKFCZDDL-ACWOEMLNSA-N"
"CHEMBL181";"DIAZOXIDE";"DIAZOXIDE|DIAZOXIDUM|EUDEMINE|EUDEMINE INJECTION|Eudimine|HYPERSTAT|HYPERTONALUM|Mutabase|NSC-64198|NSC-76130|Proglycem|SCH 6783|SCH-6783|SRG 95213|SRG-95213";"Small molecule";"4";"230.68";"176";"610";"1.87";"58.53";"3";"1";"0";"0";"Y";"0.74";"None";"None";"1.00";"1.00";"1";"MOL";"0";"14";"4";"1";"0";"229.9917";"NEUTRAL";"C8H7ClN2O2S";"CC1=NS(=O)(=O)c2cc(Cl)ccc2N1";"GDLBFKVLRPITMI-UHFFFAOYSA-N"
"CHEMBL1581";"PERINDOPRIL";"MCN-A-2833|PERINDOPRIL|Perindopril|S-9490";"Small molecule";"4";"368.47";"13";"57";"1.94";"95.94";"5";"2";"0";"8";"N";"0.64";"3.79";"5.48";"0.63";"-0.85";"0";"MOL";"0";"26";"7";"2";"0";"368.2311";"ACID";"C19H32N2O5";"CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC";"IPVQLZZIHOAWMC-QXKUPLGCSA-N"
"CHEMBL192";"SILDENAFIL";"APHRODIL|HIP-0908|HIP0908|NIPATRA|PATREX|REVATIO|SILDENAFIL|SILDENAFIL ACTAVIS|SILDENAFIL RATIOPHARM|SILDENAFIL TEVA|Sildenafil|UK-92480|VIAGRA|VIZARSIN";"Small molecule";"4";"474.59";"190";"1551";"1.61";"113.42";"8";"1";"0";"7";"N";"0.55";"7.63";"5.98";"1.23";"1.16";"3";"MOL";"0";"33";"10";"1";"0";"474.2049";"NEUTRAL";"C22H30N6O4S";"CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12";"BNRNXUUZRGQAQC-UHFFFAOYSA-N"
"CHEMBL645";"BISOPROLOL";"BISOPROLOL|Bisoprolol|CL 297,939|CL-297939|EMD 33 512|EMD-33-512|Zebeta|Ziac";"Small molecule";"4";"325.45";"37";"146";"2.37";"59.95";"5";"2";"0";"12";"N";"0.58";"None";"9.67";"2.20";"-0.03";"1";"MOL";"0";"23";"5";"2";"0";"325.2253";"BASE";"C18H31NO4";"CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1";"VHYCDWMUTMEGQY-UHFFFAOYSA-N"
"CHEMBL802";"MINOXIDIL";"ALOPEXIL|ALOSTIL|LONOLOX|Loniten|MEN'S ROGAINE|MINODYL|MINOXIDIL|MINOXIDIL (FOR MEN)|MINOXIDIL (FOR WOMEN)|MINOXIDIL EXTRA STRENGTH (FOR MEN)|MINOXIMEN|MINTOP|NORMOXIDIL|NSC-757106|PIERMINOX|PREXIDIL|REGAINE FOR MEN|REGAINE FOR WOMEN|ROGAINE (FOR MEN)|ROGAINE (FOR WOMEN)|ROGAINE EXTRA STRENGTH (FOR MEN)|Rogaine|THEROXIDIL|TRICOXIDIL|U-10,858|U-10858|WOMEN'S ROGAINE";"Small molecule";"4";"209.25";"160";"768";"-0.13";"95.11";"5";"2";"0";"1";"N";"0.50";"None";"1.69";"0.00";"0.00";"1";"MOL";"0";"15";"6";"4";"0";"209.1277";"NEUTRAL";"C9H15N5O";"Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]";"ZFMITUMMTDLWHR-UHFFFAOYSA-N"
"CHEMBL1168";"RAMIPRIL";"Altace|C09AA05|CARDACE|CORPRIL|DELIX|ECATOR|HOE 498|HOE-498|HOPACE|LOPACE|NSC-758933|PRAMACE|RAMACE|RAMIPRES|RAMIPRIL|RANACE|TRIATEC|TRITACE|UNIPRIL|VESDIL";"Small molecule";"4";"416.52";"131";"685";"2.38";"95.94";"5";"2";"0";"9";"N";"0.60";"3.75";"5.20";"1.47";"-0.18";"1";"MOL";"0";"30";"7";"2";"0";"416.2311";"ACID";"C23H32N2O5";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21";"HDACQVRGBOVJII-JBDAPHQKSA-N"
"CHEMBL384467";"DEXAMETHASONE";"AEROSEB-DEX|DECADERM|DECADRON-75|DECASPRAY|DEXACORTISYL|DEXAFREE|DEXAMETHASONE|DEXAMETHASONE INTENSOL|DEXAMETHASONE METASULFOBENZOATE SODIUM|DEXAMETHASONE PALMITATE|DEXAMETHASONE VALERATE|DEXONE 0.5|DEXONE 0.75|DEXONE 1.5|DEXONE 4|DEXSOL|DEXTENZA|DEXYCU|DEXYCU KIT|DROPODEX|Dalalone|Decadron|Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexamethasone|Dexone|FLUORMETHYLPREDNISOLONE|GPPE EAR SPY|HEMADY|Hexadrol|ISV-305|Kortico Injection|MARTAPAN|MAXITROL|Maxidex|Mymethasone|NSC-34521|Neodecadron|ORADEXON|OTO-104|OTOMIZE|OZURDEX|SOFRADEX|SPERSADEX COMP|TOBRADEX";"Small molecule";"4";"392.47";"297";"2916";"1.90";"94.83";"5";"3";"0";"2";"N";"0.67";"12.42";"None";"1.68";"1.68";"0";"MOL";"0";"28";"5";"3";"0";"392.1999";"NEUTRAL";"C22H29FO5";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO";"UREBDLICKHMUKA-CXSFZGCWSA-N"
"CHEMBL3545073";"AMA0076";"AMA0076";"Small molecule";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL25";"ASPIRIN";"8-HOUR BAYER|ACETYL SALICYLATE|ACETYLSALIC ACID|ACETYLSALICYLIC ACID|ACETYLSALICYLIC ACID (WHO-IP)|ACETYLSALICYLICUM ACIDUM|ACIDUM ACETYLSALICYLICUM|ALKA RAPID|ANADIN ALL NIGHT|ANGETTES 75|ASPIRIN|ASPRO CLR|Acetosalic Acid|Acetylsalicylic Acid|Aspirin|BAY1019036|BAYER EXTRA STRENGTH ASPIRIN FOR MIGRAINE PAIN|BENZOIC ACID, 2-(ACETYLOXY)-|DANAMEP|DISPRIN CV|DISPRIN DIRECT|DURLAZA|ENPRIN|Ecotrin|Equi-Prin|GENCARDIA|LEVIUS|MAX STRGH ASPRO CLR|MEASURIN|MICROPIRIN EC|NSC-27223|NSC-406186|NU-SEALS 300|NU-SEALS 600|NU-SEALS 75|NU-SEALS CARDIO 75|PAYNOCIL|PLATET|PLATET 300|POSTMI 300|POSTMI 75|Salicylic Acid Acetate|VAZALORE";"Small molecule";"4";"180.16";"305";"3843";"1.31";"63.60";"3";"1";"0";"2";"N";"0.55";"3.41";"None";"1.24";"-2.16";"1";"MOL";"0";"13";"4";"1";"0";"180.0423";"ACID";"C9H8O4";"CC(=O)Oc1ccccc1C(=O)O";"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"
"CHEMBL1200323";"LABETALOL HYDROCHLORIDE";"AH 5158A|AH-5158A|AH-5158A HYDROCHLORIDE|IBIDOMIDE HYDROCHLORIDE|LABETALOL HCL|LABETALOL HYDROCHLORIDE|LABETALOL HYDROCHLORIDE IN DEXTROSE|LABETALOL HYDROCHLORIDE IN SODIUM CHLORIDE|LABETALOL HYDROCLORIDE|LABROCOL|NSC-290312|Normodyne|SCH 15719W|SCH-15719W|SCH-15719W HYDROCHLORIDE|Trandate";"Small molecule";"4";"364.87";"34";"86";"2.14";"95.58";"4";"4";"0";"8";"N";"0.60";"8.05";"9.80";"1.89";"1.26";"2";"MOL";"0";"24";"5";"5";"0";"328.1787";"BASE";"C19H25ClN2O3";"CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl";"WQVZLXWQESQGIF-UHFFFAOYSA-N"
"CHEMBL373742";"VASOPRESSIN";"ARGININE VASOPRESSIN|ARGIPRESSIN OR LYPRESSIN|Arginine Vasopressin|Beta-Hypophamine|Leiormone|Pitressin|VASOPRESSIN|VASOPRESSIN INJECTION|VASOPRESSIN, UNSPECIFIED|VASOSTRICT|Vasophysin";"Protein";"4";"1084.25";"30";"171";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1083.4379";"None";"C46H65N15O12S2";"N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O";"KBZOIRJILGZLEJ-LGYYRGKSSA-N"
"CHEMBL1771";"CLOPIDOGREL";"CLOPIDOGREL|CLOPIDOGREL 1A-PHARMA|CLOPIDOGREL ACINO|CLOPIDOGREL APOTEX|CLOPIDOGREL BENZENESULFONATE|CLOPIDOGREL BESILATE|CLOPIDOGREL BESYLATE|CLOPIDOGREL HEXAL|CLOPIDOGREL SANDOZ|CLOPIDOGREL-RATIOPHARM|Clopidogrel|GREPID|ISCOVER|NSC-758613|PLAVIX|R 130964|R-130964|SR 25990|SR-25990|ZYLLT";"Small molecule";"4";"321.83";"141";"703";"3.67";"29.54";"4";"0";"0";"3";"N";"0.81";"None";"4.77";"4.03";"4.03";"2";"MOL";"0";"21";"3";"0";"0";"321.0590";"NEUTRAL";"C16H16ClNO2S";"COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1";"GKTWGGQPFAXNFI-HNNXBMFYSA-N"
"CHEMBL193";"NIFEDIPINE";"ADALAT A.R.|ADALAT CC|ADALAT IC|ADALAT LA 20|ADALAT LA 30|ADALAT LA 60|ADALAT RET|ADALATE LP|ADANIF XL|ADIPINE MR 10|ADIPINE MR 20|ADIPINE XL|AFEDITAB CR|ANGIOPINE 10|ANGIOPINE 40 LA|ANGIOPINE 5|ANGIOPINE MR 10|ANGIOPINE MR 20|Adalat|BAY A 1040|BAY-A-1040|CALANIF|CALCHAN MR 10|CALCHAN MR 20|CALCILAT|CARDILATE MR|CORACTEN|CORACTEN SR|CORACTEN XL|CORODAY MR|FORTIPINE LA40|GENALAT 10 RET|GENALAT 20 RET|HYPOLAR RET 10|HYPOLAR RET 20|HYPOLAR XL 30|KENTIPINE|KENTIPINE MR 10|KENTIPINE MR 20|NEOZIPINE XL|NIFE-WOLFF|NIFEDIPINE|NIFEDIPINE HYDROCHLORIDE|NIFEDIPINE SLOW RELEASE|NIFEDIPINUM|NIFEDIPRESS MR 10|NIFEDIPRESS MR 20|NIFEDOTARD 20 MR|NIFELEASE|NIFENSAR XL|NIFOPRESS MR|NIFOPRESS RET|NIMODREL MR 10|NIMODREL MR 20|NIMODREL XL|NIVATEN RET|NSC-757242|PROCARDIA XL|Procardia|SLOFEDIPINE XL 30|SLOFEDIPINE XL 60|TENSIPINE MR 10|TENSIPINE MR 20|UNIPINE XL|VALNI 20 RET|VALNI XL|VASAD";"Small molecule";"4";"346.34";"283";"3188";"2.18";"107.77";"7";"1";"0";"4";"N";"0.51";"None";"None";"1.82";"1.82";"1";"MOL";"0";"25";"8";"1";"0";"346.1165";"NEUTRAL";"C17H18N2O6";"COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]";"HYIMSNHJOBLJNT-UHFFFAOYSA-N"
"CHEMBL1560";"CAPTOPRIL";"ACEPRIL|APOPRIL|C09AA01|CAPTOMAX|CAPTOMEX|CAPTOPRIL|CAPTOPRILUM|Capoten|ECOPACE|FARCOPRIL|GARRANIL|HYPOPRESS|HYTENEZE 12.5|HYTENEZE 25|HYTENEZE 50|KAPLON|Lopril|MEPHA|NOYADA|NSC-757419|SA-333|SQ -14225|SQ 14,225|SQ-14225|TENSIOMIN|Tensobon|ZAPTO";"Small molecule";"4";"217.29";"200";"2744";"0.63";"57.61";"3";"2";"0";"3";"Y";"0.68";"4.02";"None";"0.73";"-2.42";"0";"MOL";"0";"14";"4";"1";"0";"217.0773";"ACID";"C9H15NO3S";"C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O";"FAKRSMQSSFJEIM-RQJHMYQMSA-N"
"CHEMBL2146121";"CALCIUM";"CALCIUM";"Small molecule";"4";"42.09";"1";"14";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"41.9782";"None";"H2Ca";"[CaH2]";"FAQLAUHZSGTTLN-UHFFFAOYSA-N"
"CHEMBL1026";"FENOLDOPAM MESYLATE";"Corlopam|FENDOLOPAM MESYLATE|FENOLDOPAM MESILATE|FENOLDOPAM MESYLATE|FENOLDOPAM METHANESULFONATE|NSC-759860|SK&F 82526-J|SK&F-82526J|SK-82526-J";"Small molecule";"4";"401.87";"32";"58";"2.73";"72.72";"4";"4";"0";"1";"N";"0.61";"8.12";"10.40";"1.92";"1.26";"2";"MOL";"0";"21";"4";"4";"0";"305.0819";"BASE";"C17H20ClNO6S";"CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1";"CVKUMNRCIJMVAR-UHFFFAOYSA-N"
"CHEMBL41";"FLUOXETINE";"FLUOXETIN RATIOPHARM|FLUOXETINE|FLUVAL|Fluoxetine|NSC-283480|NSC-758685|Prozac|Sarafem|Symbyax";"Small molecule";"4";"309.33";"225";"1215";"4.44";"21.26";"2";"1";"0";"6";"N";"0.85";"None";"9.80";"4.17";"1.83";"2";"MOL";"0";"22";"2";"1";"0";"309.1340";"BASE";"C17H18F3NO";"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1";"RTHCYVBBDHJXIQ-UHFFFAOYSA-N"
"CHEMBL3137301";"SACUBITRIL";"AHU-377|AHU377|SACUBITRIL";"Small molecule";"4";"411.50";"3";"8";"3.84";"92.70";"4";"2";"0";"11";"N";"0.55";"4.18";"None";"3.79";"0.74";"2";"MOL";"0";"30";"6";"2";"0";"411.2046";"ACID";"C24H29NO5";"CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O";"PYNXFZCZUAOOQC-UTKZUKDTSA-N"
"CHEMBL267345";"AMPHOTERICIN B";"AMBIL|AMOPHOTERICIN B|AMPHO-MORONAL|AMPHOTERCIN B|AMPHOTERICIN|AMPHOTERICIN B|AMPHOTERICIN B DEOXYCHOLATE|AMPHOTERICIN B LIPID COMPLEX|AMPHOTERICIN B LIPOSOMAL|AMPHOTERICIN B LIPOSOMAL COMPLEX|AMPHOTERICIN B LIPOSOME|AMPHOTERICIN B, LIPOSOME|AMPHOTERICINE B|AMPHOTERICINUM B|AMPHOTERICITIN B|AMPHOTOCERIN|AMPHOTREICIN B|AMPOTERICIN B|Abelcet|Ambisome|Amphotec|FUNGILIN|FUNGILIN IN ORABASE|Fungizone|HALIZON|NSC-527017";"Small molecule";"4";"924.09";"421";"7818";"0.71";"319.61";"17";"12";"3";"3";"N";"0.17";"3.69";"9.12";"-2.30";"-2.31";"0";"MOL";"0";"65";"18";"13";"3";"923.4878";"ZWITTERION";"C47H73NO17";"C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2";"APKFDSVGJQXUKY-INPOYWNPSA-N"
"CHEMBL585";"TRIAMTERENE";"DYTAC|Dyrenium|NSC-639359|NSC-77625|SK&F 8542|SK&F-8542|SK-8542|TRIAMTERENE";"Small molecule";"4";"253.27";"214";"2424";"0.83";"129.62";"7";"3";"0";"1";"N";"0.59";"None";"1.86";"1.11";"1.11";"3";"MOL";"0";"19";"7";"6";"1";"253.1076";"NEUTRAL";"C12H11N7";"Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1";"FNYLWPVRPXGIIP-UHFFFAOYSA-N"
"CHEMBL4297511";"FIRIBASTAT";"FIRIBASTAT|QGC-001|QGC001|RB-150";"Small molecule";"3";"368.52";"";"";"-0.42";"160.78";"8";"4";"0";"11";"N";"0.21";"-1.26";"10.19";"-4.49";"-4.49";"0";"MOL";"0";"20";"8";"6";"1";"368.0204";"ZWITTERION";"C8H20N2O6S4";"N[C@@H](CCS(=O)(=O)O)CSSC[C@@H](N)CCS(=O)(=O)O";"HJPXZXVKLGEMGP-YUMQZZPRSA-N"
"CHEMBL3559672";"RAUWOLFIA SERPENTINA";"HIWOLFIA|HYSERPIN|KOGLUCOID|RAUSERPIN|RAUVAL|RAUVOLFIA SERPENTINA ROOT|RAUWOLFIA ALKALOIDS|RAUWOLFIA ALKALOIDS, WHOLE ROOT|RAUWOLFIA SERPENTINA|RAUWOLFIA SERPENTINA ALSEROXYLON|RAUWOLFIA SERPENTINA ROOT|Raudixin|WOLFINA";"Small molecule";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL1201823";"ABATACEPT";"ABATACEPT|ABATACEPT (GENETICAL RECOMBINATION)|ABATACEPT RECOMBINANT|BMS-188667|CTLA4-IGG4M|ORENCIA|ORENCIA CLICKJECT|RG-1046|RG-2077";"Protein";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";""
"CHEMBL196";"ASCORBIC ACID";"3-KETO-L-GULOFURANOLACTONE|ACIDUM ASCORBICUM|ASCOLTIN|ASCOR|ASCORBATE|ASCORBIC ACID|ASCORBIC ACID (VIT C)|ASCORBIC ACID, L-|ASCORBICUM ACIDUM|ASCUR|Ascorbic Acid|Ascorbicap|BASSETT'S|CEVITAMIC ACID|Cebione|Cecon|Cenolate|Cetane|Cetane-Caps TC|Cevalin|Cevex|E-300|E300|FEMA NO. 2109|HALIBORANGE|INS NO.300|INS-300|L-ASCORBATE|L-ASCORBIC ACID|NSC-218455|NSC-33832|REDOXON|REDOXON C|REDOXON CHEW-C|REDOXON SLOW RELEASE|TOP C|VITAL LIFE|VITAMIN C|VITAMIN C (AS ASCORBIC ACID)|Vitamin C";"Small molecule";"4";"176.12";"200";"1681";"-1.41";"107.22";"6";"4";"0";"2";"N";"0.39";"4.36";"None";"-1.91";"-4.83";"0";"MOL";"0";"12";"6";"4";"0";"176.0321";"ACID";"C6H8O6";"O=C1O[C@H]([C@@H](O)CO)C(O)=C1O";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N"
"CHEMBL4594288";"LEVAMLODIPINE MALEATE";"AMLODIPINE MALEATE, S-|CONJUPRI|LEVAMLODIPINE MALEATE";"Small molecule";"4";"524.95";"";"";"2.27";"99.88";"7";"2";"0";"8";"N";"0.50";"None";"9.45";"1.64";"-0.37";"1";"MOL";"0";"28";"7";"3";"0";"408.1452";"BASE";"C24H29ClN2O9";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl.O=C(O)/C=C\C(=O)O";"TZNOWAJJWCGILX-HNUXRKMMSA-N"
"CHEMBL714";"ALBUTEROL";"AEROLIN|AEROLIN 400|AEROLIN AUTO|AIROMIR|AIRSALB|ALBUTEROL|ASMASAL CLICKHALER|ASMASAL SPACEHALER|ASMAVEN|ASMAVENT|Accuneb|COBUTOLIN|COMBIVENT|COMBIVENT UDVS|Combivent|Duoneb|ETINOLINE|IPRAMOL STERI-NEB|KENTAMOL|LIBETIST|MAXIVENT|NSC-757417|PROVENTIL-HFA|Proair HFA|Proventil|Proventil HFA|RIMASAL|SALAMOL E-BREATHE|SALAPIN|SALBULIN NOVOLIZER|SALBUTAMOL|SALBUTAMOLUM|SALBUVENT|SALIPRANEB|SCH 13949W|SCH-13949W|STERI-NEB SALAMOL|VENTMAX SR|VENTODISKS|VENTOLIN CR|VENTOLIN E-BREATHE|VENTOLINE|VOLMAX|Ventolin|Ventolin HFA|Volmax";"Small molecule";"4";"239.31";"162";"512";"1.31";"72.72";"4";"4";"0";"4";"N";"0.64";"10.12";"9.40";"0.34";"-1.32";"1";"MOL";"0";"17";"4";"4";"0";"239.1521";"BASE";"C13H21NO3";"CC(C)(C)NCC(O)c1ccc(O)c(CO)c1";"NDAUXUAQIAJITI-UHFFFAOYSA-N"
"CHEMBL421";"SULFASALAZINE";"AZULFIDINE EN-TABS|Azulfidine|Azulfidine EN|BENZOSULFA|COLIZINE|NSC-203730|NSC-667219|S.A.S.-500|S.a.s.|SALAZOPYRIN|SALAZOPYRIN E.C.|SALAZOPYRIN-EN|SALAZOSULFAPYRIDINE|SALICYLAZOSULFAPYRIDINE|SAS-500|SULFASALAZINE|SULFASALAZINUM|SULFASALAZOPYRIDINE|SULPHASALAZINE|Salazosulfapyridine|Salicylazosulfapyridine|UCINE";"Small molecule";"4";"398.40";"171";"2150";"3.70";"141.31";"7";"3";"0";"6";"N";"0.54";"3.23";"0.55";"4.25";"0.25";"3";"MOL";"0";"28";"9";"3";"0";"398.0685";"ACID";"C18H14N4O5S";"O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O";"NCEXYHBECQHGNR-QZQOTICOSA-N"
"CHEMBL3099695";"OSILODROSTAT";"LCI-699|LCI-699-NX|LCI699|LCI699-NX|OSILODROSTAT";"Small molecule";"4";"227.24";"17";"82";"2.43";"41.61";"3";"0";"0";"1";"Y";"0.75";"None";"6.85";"2.11";"2.03";"2";"MOL";"0";"17";"3";"0";"0";"227.0859";"NEUTRAL";"C13H10FN3";"N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1";"USUZGMWDZDXMDG-CYBMUJFWSA-N"
